This data was generated by SERVIR's ClimateSERV system (http://ClimateSERV.servirglobal.net/),
Date,Average_CHIRPS_Rainfall(mm/day)
12/21/2012, 0
12/22/2012, 0
12/23/2012, 0
12/24/2012, 0
12/25/2012, 0
12/26/2012, 0
12/27/2012, 0
12/28/2012, 12.048592015316611
12/29/2012, 0
12/30/2012, 0
12/31/2012, 0
1/1/2013, 0
1/2/2013, 0
1/3/2013, 0
1/4/2013, 0
1/5/2013, 0
1/6/2013, 0
1/7/2013, 0
1/8/2013, 0
1/9/2013, 0
1/10/2013, 0
1/11/2013, 0
1/12/2013, 0
1/13/2013, 0
1/14/2013, 0
1/15/2013, 0
1/16/2013, 0
1/17/2013, 0
1/18/2013, 0
1/19/2013, 0
1/20/2013, 0
1/21/2013, 0
1/22/2013, 0
1/23/2013, 0
1/24/2013, 0
1/25/2013, 0
1/26/2013, 0
1/27/2013, 0
1/28/2013, 0
1/29/2013, 0
1/30/2013, 0
1/31/2013, 0
2/1/2013, 0
2/2/2013, 0
2/3/2013, 0
2/4/2013, 0
2/5/2013, 0
2/6/2013, 0
2/7/2013, 0
2/8/2013, 0
2/9/2013, 0
2/10/2013, 0
2/11/2013, 0
2/12/2013, 0
2/13/2013, 0
2/14/2013, 0
2/15/2013, 0
2/16/2013, 0
2/17/2013, 0
2/18/2013, 0
2/19/2013, 0
2/20/2013, 0
2/21/2013, 0
2/22/2013, 0
2/23/2013, 0
2/24/2013, 0
2/25/2013, 0
2/26/2013, 0
2/27/2013, 0
2/28/2013, 0
3/1/2013, 0
3/2/2013, 0
3/3/2013, 0
3/4/2013, 0
3/5/2013, 0.2144568593878495
3/6/2013, 0
3/7/2013, 0
3/8/2013, 0
3/9/2013, 0
3/10/2013, 0
3/11/2013, 1.7423433002672697
3/12/2013, 0
3/13/2013, 0
3/14/2013, 0
3/15/2013, 0
3/16/2013, 0.20059334604363693
3/17/2013, 0
3/18/2013, 1.53419323971397
3/19/2013, 0
3/20/2013, 0.26456049868935033
3/21/2013, 2.0549727992007605
3/22/2013, 0
3/23/2013, 0
3/24/2013, 0
3/25/2013, 0
3/26/2013, 0
3/27/2013, 0
3/28/2013, 0
3/29/2013, 0
3/30/2013, 5.806273610968339
3/31/2013, 7.299949244449013
4/1/2013, 0
4/2/2013, 9.925199006733141
4/3/2013, 1.9087817543431331
4/4/2013, 0
4/5/2013, 8.190471448396382
4/6/2013, 0.5124373686941046
4/7/2013, 0
4/8/2013, 0.08099529617711117
4/9/2013, 0
4/10/2013, 0
4/11/2013, 0
4/12/2013, 0
4/13/2013, 0
4/14/2013, 0
4/15/2013, 5.924265409770765
4/16/2013, 0
4/17/2013, 0
4/18/2013, 0
4/19/2013, 0
4/20/2013, 0
4/21/2013, 0
4/22/2013, 0
4/23/2013, 8.8812400416324
4/24/2013, 0
